Title,Author,Highlight
社会学史 (講談社現代新書),大澤真幸,ホッブズは、神が本当に存在しないことを前提にして、つまり神が存在していることを少なくとも完全に無視して、論理を作った最初の人です。彼は、一六五一年に『リヴァイアサン』という有名な本を書きました。 　この本でホッブズは重大な一歩を踏み出します。つまり、自然法を前提にしないで考えたのです。
社会学史 (講談社現代新書),大澤真幸,これがロックの社会契約で、いま解説したように、それは、厳密に言うと二段ステップです。まず、みんなで一つの政治社会を作りましょう、ということで、互いが仲間であることを確認するわけです。仲間を作ったら、その中の少数者からなる政府に当たる人に、裁判権と執行権を信託する。こういう構造になっています。
社会学史 (講談社現代新書),大澤真幸,それに対して、ロックのほうは、現実の近代市民革命の中で実際に引用されて、革命の実践者の行動の指針になったり、ロック自身もアメリカに行ってコミュニティの法律を作るのを手伝ったりしています。このように、ロックの理論は実際の社会にも影響を与えています。
社会学史 (講談社現代新書),大澤真幸,正解に対応するのが一般意志で、「正しい一般意志」というものがある、という前提があるのです。しかもその正解は、なにしろ究極的には自分の意志なのだから、それが何であるかについて間違える率は 50％よりも低い。
社会学史 (講談社現代新書),大澤真幸,なぜルソーが徒党を組むことはよくない、と言ったのか。たとえば一万人いたとしても、五千人ずつのグループに分かれてそれぞれ意見を一本化すると、二人しかいないのと等しい状態になってしまう。できるだけ分散していたほうが、コンドルセの定理に従って、正解に到達する率が高まるのです。 　そう考えると、一般意志が多数決によってほとんど確実に見つけられるという意味がわかってきます。たくさんの人がいて、正解の一般意志があるわけです。
社会学史 (講談社現代新書),大澤真幸,社会科学が生まれるための重要なインパクトになったのは、フランス革命です。
維新史再考　公議・王政から集権・脱身分化へ ＮＨＫブックス,三谷 博,一八五四年の日本の開国はこの事件と深い関係があった。ゴールド・ラッシュは、その直前からアメリカ政府が考えていた北太平洋横断航路の開設計画に現実的な根拠を与えたのである。この計画は、アヘン戦争の結果として西洋に開放された中国市場を目的としたもので、蒸気船を使ってニューヨークと上海の間をロンドン― 広東 間のイギリス商船より短時間で結び、価格競争でイギリスをうち負かそうというものであった。
維新史再考　公議・王政から集権・脱身分化へ ＮＨＫブックス,三谷 博,したがって日本側はこの通信使を朝貢使節と見なしたが、朝鮮側はそのような見方はしていなかった。倭乱（豊臣秀吉の朝鮮出兵）の経験から、日本人に国内を見せないようにするため、使節の来訪を拒み、通信使はかつて侵略してきた「夷狄」の実状を偵察する絶好の機会と見なし、日本国内を「巡視」と記した旗を掲げて行進したのである。
維新史再考　公議・王政から集権・脱身分化へ ＮＨＫブックス,三谷 博,十九世紀半ばになると、近代西洋の築いた主権国家体制が規定する対等外交のルールを認めるか否かは、東アジア各国の命運を左右する問題となったのであるが、中国的な価値観から見た日本の周辺性はこの点で極めて有利に働いたのである。
維新史再考　公議・王政から集権・脱身分化へ ＮＨＫブックス,三谷 博,科挙は朱子学の試験によって君主の官僚を選び出す、当時までの世界では最も公平な政治制度であったが、これを維持するには朱子学の正統性を傷つけるわけにはゆかなかった。しかし、日本では統治者は世襲身分を基礎に選ばれ、学問は関係がなかった。このため様々な学派や学問を生む可能性が残っていたのである。キリシタンは厳禁されたものの、知識人たちは朱子学と異なる儒教解釈を試みたり、西洋の学問にも眼を向けた。
直感と論理をつなぐ思考法 VISION DRIVEN,佐宗 邦威,これは外界の状況を「感じ取り」（Sense）、そのなかから固有の「意味」（Sense） をつくり出す行動モデル
直感と論理をつなぐ思考法 VISION DRIVEN,佐宗 邦威,プロのデザイナーとデザイン専攻の学生を比較したある研究によれば、プロはいったん自分がアウトプットしたものを当初の意図に縛られることなく、客観的に再解釈する能力に長けていると
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,キーエンスが経営哲学として掲げている「最小の資本と人で最大の付加価値をあげる」
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,具体的には、使った資本や費用に対して、主に売値で評価される顧客にとっての商品価値を最大化することだ。つまり、なるべく低コストで開発・製造して、たとえ高価格でも顧客が喜んで購入してくれる商品を創り出すことである。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,低価格でなくては買ってもらえない商品では、価値の創出にはならない。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,キーエンスでは、役立ち度（付加価値）に関して目標とする数字がある。それは商品企画段階での「粗利 80％」である。販売価格から製造原価を引いた粗利が 80％なければ、それは「価値の低い商品」を意味し、市場に出すことは許されない。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,利益が低いからではなく、顧客や社会への貢献度が低いから出さないのである。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,で、キーエンスのみが提供できる潜在ニーズを発掘した提案型の商品であれば、顧客は大きな価値を認めてくれる。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,第１に、使用する資本・資源や経費・コストを最小化し、顧客の価値を最大化する方法を「徹底的に考える」ことである。第２に、顧客の価値を最大化するために、「顧客の現場を徹底的に知る」ことである。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,市場調査のデータや、営業代理店からの間接的な情報では不十分である。そこで、キーエンスは、創業以来、直販体制を取り、常に従業員の半分以上が営業部門に配属されてきた。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,キーエンスの営業部隊は、単純な売り込みや価格交渉といった営業活動だけではなく、顧客が困っている点をとことん聞き、それを解決するための方法について顧客に提案する。提案やアドバイスをすることによって、顧客は本気になって自分の業務について話をしてくれる。キーエンスの営業担当者を信じて頼ってくれるのである。それによって初めて、顧客の潜在的なニーズがわかるようになってくる。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,第２に、顧客が困っている点や欲しいと思っている機能などに関する情報を、商品開発や商品企画に対してフィードバックする。特に、具体的なニーズとして顕在化していない、潜在ニーズにかかわる情報を収集して提供するのである。これは、「ニーズカード」と呼ばれるフォーマットを使って、営業１人当たり少なくとも毎月２件を商品開発部門に提出する。商品開発部門は、ニーズカードをすべて見て、新商品のアイディアのヒントにするのである。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,毎月従業員に支払われる「業績賞与」の原資を明らかにするためである。業績賞与は、月間の営業利益の一部を一定割合で全社員に分配する制度である。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,業績賞与という対価として受け取ることで、自分たちが実現できた付加価値と、自分に支払われる対価の関係がより明確となる。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,社内的に、各社員が１時間当たりに創出すべき付加価値額が決められている。これは「時間チャージ」と呼ばれ、今年度の計画粗利（付加価値）額を全社員の総就業時間で割り、役職によって調整した額である。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,各個人の評価のために、四半期に１度、成果確認会が開かれる。そこでは、その期間での自分の成果を、上司などの評価者にプレゼンテーションする。発表が終わると評価者から必ず、「それはAさんでないとできなかったのですか。どこが、ご自身でなければ実現できなかったポイントですか」と質問される。その質問に対して、自分のアイディアや工夫のポイントをしっかりと説明できなければ高い評価は得られない。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,役立ち度の高い商品は、必ずしも最新の部品・技術を必要としない。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,ファブレス方式で基本的に製造は外注先に委託している。最新の部品・技術を採用すると外注先が限定されることもある。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,一方、キーエンスが提供する商品には、全く新しい価値を持った商品で、価格相場が存在しない場合が少なくない。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,自社の商品によって、顧客はどれだけの価値を創出・享受できるのか」を販売価格決定の基本的な考え方としている。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,このようなアプローチで価格を決定するためには、顧客がどのような点に困っていて、それが解決されると、顧客がどれだけの利益・付加価値を創出するのかを、十分に理解する必要がある。
ビジネスケース『キーエンス～驚異的な業績を生み続ける経営哲学』―一橋ビジネスレビューe新書No.7,一橋大学イノベーション研究センター、延岡健太郎、岩崎孝明,付加価値が高い業務とは、キーエンスにしかできない独自性が高い業務である。加えて、顧客が喜んで高い対価を支払ってくれる商品に結びつく業務でなくてはならない。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,「マイクロソフトの存在理由は何か？　この新たな役職での私の存在理由は何か？」 　これは、あらゆる組織のあらゆる人間が自らに問うべきことだ。この問いにはっきりと答えることができなければ、過ちを繰り返す恐れがあるうえに、誠実でもない。もはや、あらゆる人間、あらゆる組織、あらゆる社会が、「リフレッシュ」ボタンを押すべき時期に来ている。それぞれの目的を再び活性化し、再生させ、再構成し、再考すべき時である。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,う。彼の行動は、リーダーシップがどうあるべきかを示している。つまり、全員からベストを引き出すということだ。この出来事を通じて私は、リーダーが口を出すべきタイミング、個人やチームの自信を高めるべきタイミングについて、深遠にして重要な教訓を学んだ。自分が率いているメンバーの自信を高めること、それこそがリーダーの一番の仕事なのだ。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,リーダーは、外部のビジネスチャンスと内部の能力や文化、およびそれら相互の関係に目を向け、そのチャンスがありきたりなものになる前に対応しなければならない。この教訓は、科学というよりもはや芸術の域の話だ。そのため、いつもきちんと実践できるとは限らない。だが、それをどの程度の割合で実践できるかが、ビジネスにおけるリーダーの寿命を決める。ＣＥＯになった私がさらに大きな難題に対応できたのも、この教訓のおかげだ。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,私が構想している真の挑戦とは、以下のようなものだ。自社のテクノロジーを使い、自社のアイデンティティーを証明する事業を行い、顧客に独自の価値を付与するにはどうすればいいか。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,文化は、習慣的になり、まとまりや意義のあるものになった行為で構成される。イーグルトンが暮らすアイルランドでは郵便箱がみな緑色に塗られているが、郵便箱は文明を示し、その緑色は文化を示しているという。私は文化を、個人のマインドセット、私の目の前にいる人々のマインドセットで構成される複合的なシステムだと考える。文化とは、ある組織の考え方や行動の仕方だが、それを形成するのは個人である。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,私は、ＣＥＯのＣは「culture（文化）」のＣだと考えたい。ＣＥＯは、企業文化の 管理人 だ。オーランドで社員に語ったように、耳を傾け、学び、個々の情熱や才能を会社のミッションに生かす文化があれば、その企業は何でもできる。そのような文化を生み出すのが、ＣＥＯとしての私の最も重要な仕事だ。そのため私は、ウィンドウズ 10 発売時のような公開イベント、スピーチ、メール、ツイート、社内サイトへの投稿、毎月社員に提供している質疑応答の時間など、あらゆる機会を利用して、精力的に学習していく文化の実践を社員に奨励していくことにした。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,企業文化改革の鍵は、個人に権限を与えることにある。私たちはよく、事を起こそうにも自分ひとりにできることなどあまりなく、むしろほかの人が自分に代わって行動すべきだと考える。だが、ほかの人には自分より権限があるという思い込みは捨てなければならない。私はかつて、社員との質疑応答の際にいら立ちを感じたことがあった。その時、ある社員がこう尋ねた。「どうして携帯電話から印刷できないのか？」。私は丁重にこう答えた。「できるようにすればいい。君にはその権限がある」
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,ＣＥＯという立場にいれば、企業文化を俯瞰的に眺めることができる。それに比べ、日常的な業務の真っただ中にいる中間管理職は、亀裂のような狭いすき間から企業文化をのぞき見ているにすぎない。ハーバード・ビジネス・レビュー誌の調査によると、社内の上級幹部が有望なリーダーの育成に充てる時間は、全労働時間の 10 パーセントにも満たないという。上級幹部でさえ社員の潜在的な可能性を伸ばそうとしていないのであれば、大半の社員は成長など望めそうもない。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,第一に、一緒に働く人に明確な指針を与える。これは、リーダーが常に心がけるべき基本事項の一つだ。明確な指針を与えるには、複雑な集合体をまとめなければならない。それはつまり、数多くのノイズの中から真の信号を識別し、内部や外部のさまざまな声から一つのメッセージを紡ぎ出す、ということだ。私は、その部署の中で一番優秀な人物の話など望んでいない。それよりも、それぞれが知性を持ち寄り、それを駆使してチーム内で認識を深く共有し合い、行動方針を決めることを望んでいる。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,第二に、自分のチームだけでなく、会社全体に活力を生み出す。自分の部署に専念するだけでは不十分だ。リーダーは、よい時も悪い時も、楽観的な考え方を広め、創造性を刺激し、熱意を分かち合い、成長を引き起こすよう努めなければならない。社員一人ひとりが最高の力を発揮できるような環境を整え、組織やチームを日ごとに強くしていく努力が必要だ。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,第三に、自ら行動し、成功を実現させる方法を見いだす。これは、人々に愛され労働意欲を刺激するイノベーションを推進し、長期的成功と短期的勝利のバランスをとり、国境に左右されないグローバル思考で解決策を模索することでもある。 　私は、この三つのリーダーシップの原則が気に入っている。マイクロソフトの文化を変えるのは、私でもなければ、私と緊密に連携するわずかばかりの経営執行チームのメンバーでもない。この会社の全社員だ。膨大な数の中間管理職もまた、一緒に働く社員を成長させていけるよう毎日全力を尽くさなければならない。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,こうした問題の妥当性を判断する場合、ゲーム理論を利用する方法がある。数学的モデルを用いて協力や対立の状況を明らかにする理論である。世の中には、それを持ち出し、提携は一方が得をすれば、もう一方は損をするというゼロサム・ゲームでしかないと主張する人がやたらといる。しかし私はそうは思わない。提携は適切に行えば、あらゆる人のパイを増やすことになる。顧客はもちろん、提携した双方の利益になる。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,私はよく「買収よりも提携がふさわしいのはどんな場合か？」という質問を受ける。その答えは、こう考えてみるとわかりやすい。「顧客にさらなる価値を提供するには、１社のほうがいいか、２社のほうがいいか？」。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,エンジニア時代の私は、時間の配分を管理するために、次のようなメンタルモデルを使っていた。社員（Ｅ）、顧客（Ｃ）、製品（Ｐ）、パートナー（Ｐ）。自分の責任のもとで価値を生み出そうとすれば、この要素それぞれに的を絞り、時間をかけ、注意を払う必要がある。この四つはいずれも重要だが、気をつけていないと、いかに優れた管理者でも、いくつかの要素を見逃してしまう。この中でも社員や製品は、私たちにとって最も身近な存在であり、まず見逃すことはない。顧客も、何かを行うために必要な資源を与えてくれる存在なので、見落とす可能性は低い。一番忘れられがちなのがパートナーだ。パートナーは、私たちが発展するために必要な力を貸してくれる。私たちには見えないものに目を向けさせ、わが社だけでは気づかない新たなビジネスチャンスを教えてくれる。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,過去を振り返ってみると、マイクロソフトもまた、このバランスをとるのに苦労していた時期があった。実際のところわが社は、iPad よりも先にタブレットを発売していた。キンドルより以前から電子書籍リーダーの開発を進めていた。だが、タッチスクリーン・ハードウェアやブロードバンド接続といった成功に欠かせない重要な要素よりも、ソフトウェアを優先した。また、市場に完璧なソリューションを提供するという徹底したデザイン思考が欠けていた。さらに、ライバル企業に先を行かれてもすぐに追いつけるという過信がどこかにあり、そのような戦略に危険が内在することに気づかなかった。マイクロソフトはおそらく、大成功を収めた自社の事業モデルを壊すことに抵抗を感じたのだろう。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,私はＣＥＯになる前からこう決めていた。私たちは、新たなテクノロジーや新たな市場に、積極的かつ集中的に投資を続ける必要がある、と。だがそのためには、三つのＣを十分に考慮しなければならない。胸を躍らせるような「構想（concept）」、その実現に必要な「能力（capabilities）」、新たなアイデアやアプローチを受け入れる「文化（culture）」である。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,哲学に造詣の深い彼は、ニーチェの言葉を指針としている。「生きる『理由』を持っていれば、どんな『生き方』にも耐えられる」。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,ピーターはジャーナリストのジェフリー・ウィランズが語ったこんな言葉を取り上げた。「一つの言語を理解するには、少なくとも二つの言語を理解しなければならない」。ゲーテも、「外国語を知らない人は、母国語について何も知ってはいない」と述べている。ある一つのスキルや精神機能を学習したり向上させたりすれば、別のスキルや精神機能にもプラスの影響がある。それが転移学習だ。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,だが、量子コンピューターがいつかスタンドアロン型の超高速パソコンになり、職場の各自の机の上に置かれるようになるとは想像しないほうがいい。むしろ量子コンピューターは、従来の数多くのプロセッサーから指示や命令を受け取って処理する補助プロセッサーとして機能するようになるだろう。このハイブリッド・システムはクラウドで稼働し、高度に複雑な計算の処理能力を信じられないほど加速させる。
Hit Refresh（ヒット リフレッシュ）,サティア・ナデラ、グレッグ・ショー、ジル・トレイシー・ニコルズ、山田美明、江戸伸禎、ビル・ゲイツ,今日、私たちは飛行機を飛ばすことをもはや「人工飛行」とは考えない。それは単に「飛行」だ。同じように、知性を持つ機械についても「人工知能」と考えるのをやめて、人間の能力の増強に寄与する単なる「知能」と見なすべきだ。
問い続ける力 (ちくま新書),石川善樹,天才起業家ピーター・ティール（PayPalの共同創業者） は、採用面接の際に必ず次のように尋ねるという。 「賛成する人がほとんどいない、大切な真実は何だろう？」 　これに対して、「世の中のほとんどの人はＸを信じているが、真実はＸの逆である」と答えることができれば正解なのだという。
問い続ける力 (ちくま新書),石川善樹,帰納法を有効に使うポイントは、「いい意味での例外」を見つけられるかにかかっている。もちろん例外なので、パターンが見えるまで例外を集められるかが最大の障壁になる。
問い続ける力 (ちくま新書),石川善樹,〝イノベーションの種となる適切な問いは、「大きな視点」と「小さなディテール」を高速で行ったり来たりすることでしかうまれない〟
問い続ける力 (ちくま新書),石川善樹,研究の世界では、思考が進まないのは思考力のせいではなく、そもそも「問いの設定が間違っている」と考える。
問い続ける力 (ちくま新書),石川善樹,広すぎる問題を考えるときには、いったん、制約のあるところで考えてみて、そこで得られたものを拡大するのがいいと思います。
問い続ける力 (ちくま新書),石川善樹,ええ。だから「考えろ」と命令する人は、制約を与えるべきなんですよ。「こういう制約のもとで、こういう問題を考えるにはどうすればいいか。おまえはそれを考えてこい」と。
問い続ける力 (ちくま新書),石川善樹,戦略家の仕事って、重心を発見することなんですよ。ここを攻めればいいじゃないかという一点を見つけ出したら、あとのことは参謀幕僚に任せてしまう。その重心を見つけて攻めるのが本当の名将なんですよね。
問い続ける力 (ちくま新書),石川善樹,クラウゼヴィッツの場合、この戦争の重心は軍隊か、首都かという話がよく出てくるんです。要するに、首都を攻め落とすことがこの戦争を終わらすことになるのか。それとも、軍隊を撃破することが戦争を終えることになるのか。
問い続ける力 (ちくま新書),石川善樹,リデルハートという軍事評論家が、直接的アプローチと間接的アプローチという概念を提唱したんですよね。 　たとえば、城があったら、とにかくそれを力攻めにするのが直接的アプローチです。一方、間接的アプローチは、この城を攻めても落ちないことがわかったとき、この城があることで相手はどういうメリットを得ているのかと考える。それで、城はふもとの街を守るために作られたんだということがわかれば、街を先に落としちゃえば、この城は存在意義がなくなっちゃうわけじゃないですか。だから、ふもとの街を落とすことで、間接的に城の存在価値を失わせて勝つのが間接的アプローチという方法です。
問い続ける力 (ちくま新書),石川善樹,たとえば、城があったら、とにかくそれを力攻めにするのが直接的アプローチです。一方、間接的アプローチは、この城を攻めても落ちないことがわかったとき、この城があることで相手はどういうメリットを得ているのかと考える。それで、城はふもとの街を守るために作られたんだということがわかれば、街を先に落としちゃえば、この城は存在意義がなくなっちゃうわけじゃないですか。だから、ふもとの街を落とすことで、間接的に城の存在価値を失わせて勝つのが間接的アプローチという方法です。
問い続ける力 (ちくま新書),石川善樹,リデルハートは、昔の戦争を何百も分析して、直接的アプローチで勝ったものと、間接的アプローチで勝ったものを数え上げたんですね。そうしたら、直接的アプローチだと、ほとんど引き分けに近いものしかなかった。本当に勝ったと言える事例のほとんどは、間接的アプローチによるものだったということが明らかになっているんです。
問い続ける力 (ちくま新書),石川善樹,たとえば時間軸で言うと、「ああ、この人はいい経営者だな」と思う人は、一〇〇〇年の感覚、一〇〇年ぐらいの感覚、三〇年ぐらいの業界の栄枯盛衰、五年ぐらいの中期ビジョン、今年の予算というさまざまな時間軸を行ったり来たりしています。
問い続ける力 (ちくま新書),石川善樹,最先端の物理学では、観察者である自分のせいで現象が違って見えるといいますから、そこからすら一度離れる。禅の人たちが目指している境地も、そういうものなんですよね。彼らは、自分というものが出てきた瞬間に相手との関係性やテーゼが変わってしまうので、それを離れて見る訓練をしている。
問い続ける力 (ちくま新書),石川善樹,禅の人たちが目指している境地も、そういうものなんですよね。彼らは、自分というものが出てきた瞬間に相手との関係性やテーゼが変わってしまうので、それを離れて見る訓練をしている。
問い続ける力 (ちくま新書),石川善樹,徳川時代に経済成長が起こったのかというと、この時代に海運がものすごい勢いで発達したから
問い続ける力 (ちくま新書),石川善樹,視覚情報も聴覚情報も、ことばにできないなにかを伝えられるから意味があるんで、それは、ヴィジュアルはことばの従属物ではないし図説じゃないはずです。
問い続ける力 (ちくま新書),石川善樹,たとえば音楽を聴くにしても、純粋に音と出会うなんて不可能なんですよ。音楽を聴く場所、聴き方って、あらゆるやり方で産業化されていて、そこにはすでに誰かが設計したコンテクストがあるわけですよ。駅前で誰かが歌ってるのを出会い頭に聞いて「いいな」と思ったみたいなことだって、駅前で歌ってるミュージシャンっていう存在がすでにして制度化されたありようで、すでにコンテクストが内包されてるわけです。
歴史とは何か (岩波新書),E・H・カー、清水 幾太郎,事実というのは、歴史家が事実に呼びかけた時にだけ語るものなのです。いかなる事実に、また、いかなる順序、いかなる文脈で発言を許すかを決めるのは歴史家なのです。
歴史とは何か (岩波新書),E・H・カー、清水 幾太郎,われわれが読んでいる歴史は、確かに事実に基づいてはいるけれども、厳密に言うと、決して事実ではなく、むしろ、広く認められている幾つかの判断である＊。」
歴史とは何か (岩波新書),E・H・カー、清水 幾太郎,すべての歴史は「現代史」である、とクローチェは宣言いたしました＊。その意味するところは、もともと、歴史というのは現在の眼を通して、現在の問題に照らして過去を見るところに成り立つものであり、歴史家の主たる仕事は記録することではなく、評価することである、歴史家が評価しないとしたら、どうして彼は何が記録に値いするかを知り得るのか、というのです。
歴史とは何か (岩波新書),E・H・カー、清水 幾太郎,う。歴史家の機能は、過去を愛することでもなく、自分を過去から解放することでもなく、現在を理解する鍵として過去を征服し理解することであります。
歴史とは何か (岩波新書),E・H・カー、清水 幾太郎,歴史家のいない事実は、生命もなく、意味もありません。そこで、「歴史とは何か」に対する私の最初のお答を申し上げることにいたしましょう。歴史とは歴史家と事実との間の相互作用の不断の過程であり、現在と過去との間の尽きることを知らぬ対話なのであります。
歴史とは何か (岩波新書),E・H・カー、清水 幾太郎,私たちが生まれた途端、世界は私たちに作用し始め、私たちを単なる生物的統一体から社会的統一体へと変えて行きます。
教養としてのアート 投資としてのアート,徳光健治,「観る」ことは受身ですが、「買う」ことは能動的にかかわることであり、それによって新しい価値観をアートに対して発見することができます。
教養としてのアート 投資としてのアート,徳光健治,日本のアート・マーケット規模は５００億円ほどと予想されます。
教養としてのアート 投資としてのアート,徳光健治,大手ギャラリーは一度販売したアートを買い取る資金力があるため、コレクターが作品を買った後も必ず販売した価格以上で買い取れるという「信用」をつくっている
教養としてのアート 投資としてのアート,徳光健治,単純に多く売れば価値が上がるのではなく、その後のセカンダリー・マーケットまでを含めた戦略がなければ「信用」をつくることができない
教養としてのアート 投資としてのアート,徳光健治,アーティスト自身は感性で作品を制作しますが、売る時にはその作品の世界観を説明するロジックが必要となります。つまり、販売するギャラリーは右脳で作品を感じながら、左脳で作品のもつ素晴らしさを論理的に説明しないと価値づけをすることができない
教養としてのアート 投資としてのアート,徳光健治,評価の上がる作品の大きな特徴は「発明品」と「インパクトの大きさ」の２大原則と言っていいでしょう。
教養としてのアート 投資としてのアート,徳光健治,アートが歴史に名を刻むためには、その作品がこれまでの美術史のどこにも存在していない「発明品」であることが重要
